Unnamed: 0,property_id,city,locality,locality_tier,property_type,bhk,bathrooms,balconies,built_up_area,carpet_area,floor_number,total_floors,floor_category,facing,furnishing_status,property_age,parking_spaces,security_score,gym_available,swimming_pool,power_backup,lift_available,maintenance_fee_monthly,distance_to_city_center_km,distance_to_metro_km,nearby_schools,nearby_hospitals,transaction_type,price_category,price_in_lakhs,Housing Price Predicted Value
8574,PROP-020207,Mumbai,Andheri,Standard,Studio,1,2,4,300,263,26,27,Top (20+),South-East,Fully Furnished,0,1,4.8,0,0,1,1,2434,10.2,2.1,7,1,Resale,Low,28.62,29.047299999999947
8575,PROP-014287,Bangalore,Koramangala,Premium,Apartment,5,6,0,2260,1958,9,18,Mid (5-9),North-East,Fully Furnished,1,0,6.5,0,0,1,1,3446,4.0,0.8,2,5,Resale,High,305.06,318.9331000000004
8576,PROP-019091,Mumbai,Andheri,Standard,Apartment,3,2,1,1257,1084,19,27,High (10-19),South-East,Semi-Furnished,16,1,4.7,0,0,0,1,2050,12.4,1.1,4,2,Resale,Low,88.04,93.21510000000002
8577,PROP-036084,Mumbai,Thane,Affordable,Apartment,2,3,2,1064,902,0,7,Ground,South-West,Unfurnished,1,2,3.0,0,0,0,0,1731,19.5,0.6,5,1,New,Low,36.04,44.16839999999998
8578,PROP-040435,Mumbai,Bandra,Premium,Villa,4,4,1,2355,1922,13,18,High (10-19),North,Semi-Furnished,0,5,8.9,1,1,1,1,6727,6.8,3.5,0,3,Resale,High,379.72,372.7296000000003
8579,PROP-016715,Mumbai,Bandra,Premium,Row House,4,4,3,1802,1460,8,9,Mid (5-9),West,Semi-Furnished,9,1,6.2,1,1,1,1,6120,5.1,0.7,4,2,Resale,High,245.28,246.19429999999983
8580,PROP-029086,Delhi,Dwarka,Standard,Apartment,3,2,1,1366,1123,2,11,Low (1-4),West,Semi-Furnished,4,1,3.7,0,0,1,1,2901,11.5,0.6,1,2,New,Low,87.98,95.9524999999998
8581,PROP-040311,Hyderabad,Jubilee Hills,Premium,Independent House,5,5,2,2679,2186,2,3,Low (1-4),South-West,Semi-Furnished,2,3,9.3,0,0,1,1,3701,9.7,0.6,6,0,Resale,High,390.39,383.8016999999997
8582,PROP-030773,Bangalore,Koramangala,Premium,Apartment,3,2,4,1325,1122,5,10,Mid (5-9),West,Fully Furnished,2,2,6.4,1,0,1,1,3852,7.8,1.5,3,3,Resale,Low,175.29,173.8289000000003
8583,PROP-028944,Delhi,South Delhi,Premium,Independent House,3,3,1,1792,1439,8,13,Mid (5-9),South,Semi-Furnished,1,4,5.5,1,0,1,1,4476,6.2,1.7,2,4,Resale,High,257.47,267.85320000000013
8584,PROP-049094,Delhi,Noida Extension,Affordable,Independent House,3,3,1,1763,1522,10,12,High (10-19),South,Semi-Furnished,0,2,4.7,0,0,1,1,2482,22.9,1.8,1,2,New,Low,81.59,84.35470000000005
8585,PROP-019809,Mumbai,Powai,Standard,Independent House,4,3,0,1908,1629,11,14,High (10-19),North,Semi-Furnished,11,0,3.3,0,0,0,1,2353,11.0,3.9,2,1,New,Low,140.39,152.89599999999993
8586,PROP-038188,Hyderabad,Banjara Hills,Premium,Independent House,3,3,2,1726,1406,14,19,High (10-19),East,Fully Furnished,1,0,4.5,1,0,1,1,3816,15.2,13.2,9,3,Resale,High,282.19,281.2205999999997
8587,PROP-024651,Hyderabad,Kondapur,Standard,Apartment,3,3,2,1443,1223,12,19,High (10-19),East,Fully Furnished,0,0,5.8,1,0,0,1,4808,11.0,0.2,0,2,Resale,Low,126.78,128.24410000000012
8588,PROP-048260,Mumbai,Powai,Standard,Independent House,5,5,4,2726,2190,9,10,Mid (5-9),East,Semi-Furnished,1,3,4.7,0,0,1,1,4657,14.8,2.6,2,1,Resale,High,222.09,231.59640000000007
8589,PROP-036468,Delhi,Gurgaon DLF,Premium,Apartment,5,6,4,2191,1923,16,22,High (10-19),North-East,Fully Furnished,18,1,5.2,1,1,1,1,6160,4.2,1.1,3,5,Resale,High,305.13,305.37460000000027
8590,PROP-006601,Bangalore,Koramangala,Premium,Villa,3,3,2,1945,1703,24,25,Top (20+),East,Semi-Furnished,9,1,7.0,1,1,1,1,6730,9.7,1.4,2,2,Resale,High,288.56,279.7035000000002
8591,PROP-029338,Bangalore,HSR Layout,Standard,Apartment,2,2,1,795,666,6,8,Mid (5-9),West,Semi-Furnished,3,1,5.5,0,0,0,1,2327,13.3,2.7,2,1,Resale,Low,59.37,65.87270000000001
8592,PROP-007862,Delhi,Noida Sector 62,Standard,Apartment,2,2,1,940,787,1,10,Low (1-4),North-East,Fully Furnished,8,2,4.1,0,0,1,0,2656,12.8,1.6,1,0,Resale,Low,92.38,85.68160000000002
8593,PROP-035414,Delhi,South Delhi,Premium,Independent House,3,4,1,1779,1459,5,12,Mid (5-9),North,Fully Furnished,7,0,5.1,1,0,1,1,5164,4.5,1.9,1,2,Resale,High,243.33,243.89950000000033
8594,PROP-009585,Delhi,Noida Sector 62,Standard,Row House,3,3,2,1176,1006,3,4,Low (1-4),South-East,Fully Furnished,10,1,5.8,0,0,0,1,2373,11.4,0.1,4,3,Resale,Low,40.68,60.67330000000001
8595,PROP-032986,Delhi,Gurgaon DLF,Premium,Independent House,3,3,2,1776,1557,2,4,Low (1-4),East,Semi-Furnished,1,0,8.2,1,0,0,1,4877,7.5,4.2,1,3,New,High,312.15,301.4547000000004
8596,PROP-006553,Delhi,South Delhi,Premium,Independent House,3,4,1,1740,1490,8,9,Mid (5-9),North-East,Unfurnished,13,5,5.0,0,0,0,1,3159,10.3,0.6,1,7,Resale,High,227.01,232.80799999999974
8597,PROP-022915,Mumbai,Powai,Standard,Independent House,3,3,1,1677,1457,18,27,High (10-19),North-East,Fully Furnished,10,2,4.0,0,0,1,1,2584,11.5,1.6,1,2,Resale,Low,158.84,149.23760000000001
8598,PROP-039353,Mumbai,Bandra,Premium,Villa,5,6,0,2716,2306,8,9,Mid (5-9),North-East,Fully Furnished,5,2,8.7,1,1,1,1,7461,4.1,0.1,6,5,New,High,403.02,426.0404999999996
8599,PROP-019950,Hyderabad,Banjara Hills,Premium,Villa,4,3,1,2265,1948,26,32,Top (20+),North-East,Semi-Furnished,17,4,9.6,1,1,1,1,6738,4.8,3.4,3,2,Resale,High,408.83,367.6592000000006
8600,PROP-014305,Hyderabad,Kondapur,Standard,Villa,4,5,1,2215,1796,36,44,Top (20+),South-East,Semi-Furnished,2,5,5.0,1,0,1,1,4985,11.9,1.5,2,2,Resale,High,201.9,220.21320000000006
8601,PROP-035861,Mumbai,Andheri,Standard,Apartment,4,5,3,1756,1465,7,12,Mid (5-9),South-East,Semi-Furnished,4,2,5.5,1,0,1,1,5255,10.7,6.4,2,2,Resale,Low,138.18,145.3059
8602,PROP-002301,Hyderabad,Madhapur,Standard,Studio,1,2,2,337,273,7,12,Mid (5-9),North,Unfurnished,2,1,5.3,0,0,0,1,1978,16.1,3.5,3,2,New,Low,37.37,32.95899999999995
8603,PROP-018499,Mumbai,Thane,Affordable,Apartment,2,2,2,638,538,4,5,Low (1-4),North-West,Fully Furnished,20,2,4.9,0,0,1,1,1361,19.7,1.9,1,0,Resale,Low,43.68,36.18929999999997
8604,PROP-007174,Mumbai,Bandra,Premium,Independent House,5,4,2,2786,2422,7,15,Mid (5-9),North-West,Unfurnished,0,3,7.3,1,1,1,1,6732,6.7,0.6,3,2,Resale,High,315.68,341.9789000000001
8605,PROP-006709,Bangalore,Electronic City,Standard,Independent House,4,4,4,2126,1752,1,7,Low (1-4),North,Semi-Furnished,5,0,4.7,0,0,1,0,3492,12.4,1.4,2,4,Resale,Low,178.71,168.42099999999976
8606,PROP-026937,Delhi,Noida Extension,Affordable,Independent House,4,4,1,2234,1915,13,16,High (10-19),North-East,Unfurnished,9,2,2.7,0,0,1,1,3610,19.2,4.7,3,3,Resale,Low,76.81,106.03780000000002
8607,PROP-017572,Hyderabad,Banjara Hills,Premium,Row House,3,3,0,1364,1180,23,26,Top (20+),North-East,Semi-Furnished,1,2,6.0,0,0,1,1,2432,11.9,2.1,5,2,New,High,212.8,223.94849999999977
8608,PROP-015247,Delhi,Noida Sector 62,Standard,Studio,1,1,2,493,419,8,10,Mid (5-9),South-West,Unfurnished,9,2,3.8,0,0,1,1,1412,13.9,7.3,2,3,Resale,Low,29.86,34.65250000000002
8609,PROP-035666,Delhi,Noida Sector 62,Standard,Villa,3,4,2,1883,1534,5,13,Mid (5-9),North-West,Fully Furnished,12,5,6.4,1,0,0,1,3373,12.8,5.2,3,2,New,High,204.54,207.6736000000003
8610,PROP-004590,Delhi,Noida Extension,Affordable,Independent House,4,4,1,2066,1724,3,5,Low (1-4),North-West,Semi-Furnished,15,5,4.1,0,0,1,1,3557,19.2,0.2,1,1,Resale,Low,64.62,82.89789999999994
8611,PROP-025791,Mumbai,Bandra,Premium,Penthouse,5,5,4,2543,2094,16,21,High (10-19),East,Semi-Furnished,3,4,7.1,1,0,1,1,5441,8.4,4.0,4,3,Resale,High,338.52,342.03460000000007
8612,PROP-008593,Hyderabad,Kondapur,Standard,Villa,3,3,4,1940,1669,8,13,Mid (5-9),South-East,Semi-Furnished,4,5,6.4,0,1,1,1,5154,11.0,0.3,5,1,New,High,225.47,225.5926000000001
8613,PROP-032426,Delhi,South Delhi,Premium,Penthouse,4,4,2,2103,1701,0,16,Ground,North-West,Unfurnished,12,2,8.5,0,1,1,0,5334,5.5,3.4,4,1,New,High,210.92,244.07189999999957
8614,PROP-013283,Mumbai,Bandra,Premium,Independent House,5,6,3,2681,2175,1,5,Low (1-4),North-West,Unfurnished,2,1,5.9,0,1,0,0,4763,10.0,0.8,3,1,Resale,High,336.22,401.78869999999995
8615,PROP-014093,Bangalore,Electronic City,Standard,Villa,4,4,0,2055,1730,38,39,Top (20+),North,Semi-Furnished,4,5,7.3,1,0,1,1,4549,16.4,13.1,1,2,Resale,High,194.51,208.89709999999988
8616,PROP-038497,Bangalore,Indiranagar,Premium,Apartment,2,1,4,758,642,12,13,High (10-19),North-East,Unfurnished,2,0,5.3,0,1,1,1,3997,4.7,7.3,5,2,New,Low,110.58,111.3621
8617,PROP-048895,Bangalore,Indiranagar,Premium,Apartment,3,4,3,1349,1082,8,17,Mid (5-9),South,Semi-Furnished,18,4,7.6,1,0,1,1,4428,5.7,3.5,3,0,New,Low,189.51,182.62420000000003
8618,PROP-032327,Hyderabad,Jubilee Hills,Premium,Independent House,3,4,3,1816,1477,11,20,High (10-19),South-West,Semi-Furnished,9,2,6.2,1,1,1,1,6627,12.4,2.3,2,3,New,High,252.6,280.9179
8619,PROP-024425,Delhi,Gurgaon DLF,Premium,Independent House,3,3,4,1717,1423,0,17,Ground,West,Unfurnished,0,3,7.9,1,0,1,0,4590,8.0,2.2,3,1,Resale,High,209.15,219.42500000000007
8620,PROP-022979,Delhi,Noida Extension,Affordable,Independent House,5,6,2,2761,2328,9,10,Mid (5-9),East,Semi-Furnished,1,1,3.4,0,0,1,1,3454,18.6,1.1,2,1,New,Low,190.21,173.66849999999965
8621,PROP-025685,Hyderabad,Kondapur,Standard,Apartment,1,1,1,590,474,2,6,Low (1-4),East,Unfurnished,11,1,3.1,0,0,1,1,1809,12.8,1.9,3,2,Resale,Low,24.96,31.299100000000006
8622,PROP-019392,Mumbai,Bandra,Premium,Studio,1,1,0,501,401,12,13,High (10-19),North-East,Fully Furnished,20,2,6.2,0,1,1,1,3644,6.0,0.1,2,4,New,Low,82.92,77.63910000000004
8623,PROP-016054,Mumbai,Powai,Standard,Studio,1,2,1,507,432,6,7,Mid (5-9),West,Fully Furnished,2,1,2.3,0,0,0,1,2529,11.1,0.9,1,4,Resale,Low,49.81,47.191800000000015
8624,PROP-017480,Bangalore,Electronic City,Standard,Apartment,4,3,4,1653,1326,1,9,Low (1-4),East,Unfurnished,0,0,5.6,0,0,0,0,3746,16.3,1.8,2,2,New,Low,112.64,117.26429999999993
8625,PROP-047190,Bangalore,Indiranagar,Premium,Villa,4,5,3,2240,1870,16,25,High (10-19),South,Semi-Furnished,4,4,7.4,1,1,1,1,7508,10.1,1.8,6,0,Resale,Low,185.83,162.9770000000001
8626,PROP-046022,Bangalore,Koramangala,Premium,Apartment,4,4,2,1796,1492,5,7,Mid (5-9),South-East,Fully Furnished,2,5,5.4,1,0,1,1,4081,5.5,0.1,4,4,Resale,High,341.33,319.3117000000004
8627,PROP-002825,Bangalore,Electronic City,Standard,Apartment,2,2,1,884,752,6,9,Mid (5-9),South-West,Unfurnished,1,3,1.8,0,0,1,1,2450,12.2,2.0,5,2,Resale,Low,69.93,70.21040000000005
8628,PROP-001648,Delhi,South Delhi,Premium,Studio,1,1,4,383,308,35,36,Top (20+),North,Semi-Furnished,8,0,5.4,0,0,0,1,2325,4.3,2.0,6,3,Resale,Low,39.18,44.27779999999997
8629,PROP-006207,Bangalore,Whitefield,Standard,Apartment,3,3,2,1500,1274,7,12,Mid (5-9),North,Fully Furnished,5,5,6.6,0,0,1,1,2573,10.0,1.6,2,1,Resale,Low,125.86,129.7056
8630,PROP-022625,Delhi,South Delhi,Premium,Apartment,3,3,2,1244,1092,32,33,Top (20+),East,Unfurnished,4,3,5.0,1,1,1,1,6368,5.0,0.7,3,2,New,Low,174.81,173.67299999999992
8631,PROP-013898,Mumbai,Navi Mumbai,Affordable,Apartment,4,5,2,1694,1388,7,13,Mid (5-9),North-West,Fully Furnished,4,4,4.5,0,0,1,1,3087,20.8,4.4,0,3,Resale,Low,40.33,54.85199999999996
8632,PROP-036004,Hyderabad,Banjara Hills,Premium,Apartment,2,3,0,833,728,0,10,Ground,North-East,Fully Furnished,1,2,7.6,0,0,1,0,3229,7.4,2.6,2,4,New,Low,113.7,122.42360000000002
8633,PROP-016356,Mumbai,Thane,Affordable,Row House,4,4,0,2001,1727,0,5,Ground,East,Semi-Furnished,2,2,5.5,0,0,1,0,2709,18.5,1.3,4,4,New,Low,110.25,103.58799999999998
8634,PROP-048236,Mumbai,Powai,Standard,Penthouse,5,5,2,2749,2265,6,15,Mid (5-9),South-East,Semi-Furnished,18,3,7.2,1,0,1,1,5293,10.5,2.7,3,3,New,Low,172.26,157.21949999999998
8635,PROP-011994,Bangalore,Electronic City,Standard,Apartment,2,1,1,1065,855,0,9,Ground,South-East,Unfurnished,1,2,5.2,1,0,0,0,4012,10.0,0.7,3,3,New,Low,59.86,72.00719999999995
8636,PROP-000741,Bangalore,HSR Layout,Standard,Villa,3,4,1,1777,1513,13,19,High (10-19),North,Fully Furnished,21,3,5.4,1,0,1,1,3900,11.9,0.1,0,2,Resale,Low,110.72,117.3233999999999
8637,PROP-008953,Mumbai,Bandra,Premium,Apartment,4,4,2,1814,1477,1,7,Low (1-4),North-West,Semi-Furnished,6,3,5.3,1,0,0,0,5500,11.3,2.1,9,1,New,High,350.65,317.8476000000004
8638,PROP-022568,Hyderabad,Gachibowli,Standard,Apartment,1,1,0,453,384,0,1,Ground,South,Unfurnished,0,0,4.5,0,0,1,0,1885,10.2,0.6,4,1,New,Low,42.48,37.685100000000006
8639,PROP-026329,Mumbai,Andheri,Standard,Apartment,3,3,3,1397,1143,10,17,High (10-19),South,Semi-Furnished,4,1,4.7,0,0,1,1,2398,33.5,0.9,3,2,New,Low,64.05,84.35250000000008
8640,PROP-048993,Hyderabad,Kondapur,Standard,Apartment,3,4,1,1522,1220,4,12,Low (1-4),East,Unfurnished,6,1,3.8,0,0,1,1,2821,12.8,0.1,3,2,Resale,Low,65.49,86.9607999999999
8641,PROP-021479,Delhi,Noida Extension,Affordable,Apartment,3,3,0,1248,1073,17,24,High (10-19),South,Unfurnished,30,0,6.7,0,0,1,1,1980,25.2,0.8,1,5,Resale,Low,36.83,42.6335
8642,PROP-022380,Mumbai,Andheri,Standard,Penthouse,5,5,2,2222,1903,7,8,Mid (5-9),East,Unfurnished,8,2,7.4,0,1,1,1,5919,15.8,0.2,2,0,New,High,190.74,199.79010000000005
8643,PROP-036749,Hyderabad,Kondapur,Standard,Independent House,3,3,3,1671,1466,4,11,Low (1-4),South-West,Unfurnished,0,1,4.5,0,0,0,1,3158,17.1,2.5,3,3,Resale,Low,111.81,124.99529999999993
8644,PROP-032373,Delhi,Noida Sector 62,Standard,Row House,4,4,1,1732,1447,2,4,Low (1-4),East,Semi-Furnished,2,5,4.4,0,1,1,1,4319,16.5,1.1,1,0,Resale,Low,157.8,149.87910000000002
8645,PROP-048230,Bangalore,Whitefield,Standard,Independent House,4,5,2,2047,1790,2,8,Low (1-4),North,Semi-Furnished,3,4,4.9,0,0,0,1,3713,16.3,8.9,3,0,New,Low,130.21,141.83319999999986
8646,PROP-019851,Delhi,Noida Extension,Affordable,Apartment,3,4,1,1365,1152,22,24,Top (20+),West,Semi-Furnished,3,0,4.8,1,0,1,1,4180,20.6,1.9,1,2,Resale,Low,75.88,73.18500000000003
8647,PROP-034472,Bangalore,Koramangala,Premium,Independent House,4,4,2,2113,1773,23,30,Top (20+),South-East,Semi-Furnished,5,1,7.0,1,1,1,1,6496,5.9,1.3,4,3,Resale,High,316.53,319.18439999999975
8648,PROP-034281,Delhi,Noida Extension,Affordable,Apartment,3,2,1,1457,1226,34,38,Top (20+),North,Fully Furnished,7,1,5.4,0,0,1,1,3126,20.0,3.5,4,1,Resale,Low,74.28,74.33529999999998
8649,PROP-032909,Hyderabad,Jubilee Hills,Premium,Independent House,4,4,4,2191,1883,35,37,Top (20+),South-West,Unfurnished,1,3,5.1,1,1,1,1,6427,5.5,5.4,6,1,Resale,High,320.95,333.0496000000003
8650,PROP-039859,Mumbai,Bandra,Premium,Studio,1,1,0,368,298,25,27,Top (20+),North-East,Unfurnished,1,2,7.4,1,0,1,1,3653,7.2,3.7,3,3,Resale,Low,50.29,49.94249999999999
8651,PROP-005767,Delhi,Noida Sector 62,Standard,Apartment,3,4,0,1390,1175,18,27,High (10-19),East,Unfurnished,5,0,3.3,0,0,1,1,2549,11.1,0.1,1,0,New,Low,130.43,118.18170000000013
8652,PROP-022869,Mumbai,Bandra,Premium,Studio,1,1,0,396,339,0,3,Ground,North-East,Fully Furnished,0,1,7.8,1,1,1,0,5114,5.5,0.8,3,6,New,Low,62.93,63.46370000000004
8653,PROP-023263,Bangalore,Electronic City,Standard,Villa,4,4,3,2303,1912,13,14,High (10-19),West,Fully Furnished,5,5,9.7,0,0,1,1,2912,12.1,3.8,1,0,New,High,311.9,289.2632000000004
8654,PROP-047168,Delhi,Gurgaon DLF,Premium,Studio,1,1,0,300,263,7,15,Mid (5-9),North-West,Unfurnished,1,1,4.7,1,0,0,1,4825,5.0,1.5,2,0,Resale,Low,45.64,42.85519999999997
8655,PROP-021773,Bangalore,Koramangala,Premium,Independent House,4,4,4,2236,1790,3,8,Low (1-4),North-West,Semi-Furnished,8,3,6.7,0,1,0,1,5145,4.9,3.4,10,3,Resale,High,363.24,346.4272000000004
8656,PROP-034931,Bangalore,Indiranagar,Premium,Independent House,5,6,3,2601,2264,13,15,High (10-19),North-West,Unfurnished,2,3,5.8,0,1,1,1,5650,4.8,1.3,4,2,New,High,429.56,425.3483
8657,PROP-008306,Mumbai,Andheri,Standard,Apartment,2,2,3,1022,840,1,6,Low (1-4),North-West,Unfurnished,7,1,5.9,0,0,1,0,2280,13.3,1.1,1,2,Resale,Low,93.35,87.42030000000008
8658,PROP-002849,Mumbai,Navi Mumbai,Affordable,Independent House,5,4,3,2855,2458,11,14,High (10-19),South-West,Semi-Furnished,26,2,6.4,0,0,0,1,3716,25.5,0.6,2,1,Resale,Low,117.46,115.5094999999999
8659,PROP-020569,Hyderabad,Jubilee Hills,Premium,Apartment,2,2,1,726,633,6,7,Mid (5-9),East,Semi-Furnished,1,2,8.5,1,0,1,1,2722,4.2,0.6,6,2,Resale,Low,119.43,117.60400000000007
8660,PROP-021446,Delhi,Dwarka,Standard,Apartment,2,2,0,763,613,3,4,Low (1-4),South-East,Semi-Furnished,5,2,4.8,0,0,1,1,1610,14.1,0.5,1,2,New,Low,69.07,68.61869999999993
8661,PROP-018092,Bangalore,Whitefield,Standard,Independent House,5,6,2,2854,2454,9,18,Mid (5-9),South,Unfurnished,5,4,4.7,1,0,1,1,4697,11.4,0.6,5,0,New,High,273.35,270.52199999999965
8662,PROP-013260,Mumbai,Navi Mumbai,Affordable,Apartment,2,2,1,863,698,0,4,Ground,West,Semi-Furnished,3,5,4.6,0,0,0,0,1350,25.0,0.4,1,4,New,Low,10.0,20.8061
8663,PROP-006864,Hyderabad,Banjara Hills,Premium,Apartment,3,4,1,1534,1228,3,12,Low (1-4),North-West,Unfurnished,4,0,6.9,1,0,0,1,3844,4.4,2.0,3,1,Resale,High,242.17,228.1914999999999
8664,PROP-027678,Delhi,Noida Sector 62,Standard,Villa,5,5,3,2555,2178,3,9,Low (1-4),South,Fully Furnished,3,5,7.7,0,0,1,1,3760,10.8,1.5,5,0,Resale,High,228.17,238.5839999999996
8665,PROP-032224,Delhi,Noida Extension,Affordable,Apartment,3,4,1,1509,1309,4,7,Low (1-4),South,Fully Furnished,12,1,4.1,0,0,0,1,3439,19.2,1.4,1,1,Resale,Low,54.96,58.276100000000014
8666,PROP-020404,Mumbai,Bandra,Premium,Independent House,3,2,1,1670,1368,29,31,Top (20+),North,Unfurnished,1,3,9.6,0,0,1,1,3377,9.0,7.4,2,3,Resale,High,313.39,285.04279999999983
8667,PROP-028760,Hyderabad,Kondapur,Standard,Villa,4,4,1,2328,1965,26,35,Top (20+),South,Unfurnished,5,4,5.9,1,0,1,1,3866,13.4,0.4,2,1,Resale,High,225.7,249.18779999999992
8668,PROP-011667,Delhi,Noida Sector 62,Standard,Independent House,4,5,2,2098,1829,15,19,High (10-19),East,Unfurnished,1,1,5.5,0,0,0,1,3826,10.1,1.9,2,2,Resale,Low,164.45,147.77889999999996
8669,PROP-020061,Bangalore,Whitefield,Standard,Villa,5,5,4,2906,2345,8,9,Mid (5-9),South-East,Unfurnished,5,5,5.7,1,0,1,1,5165,10.7,1.5,1,1,New,High,264.05,269.8427999999998
8670,PROP-016922,Mumbai,Powai,Standard,Apartment,3,3,0,1390,1154,0,17,Ground,North,Semi-Furnished,13,3,2.4,0,0,0,0,2464,10.9,0.1,1,1,New,Low,133.66,126.04979999999989
8671,PROP-015321,Mumbai,Powai,Standard,Studio,1,2,1,605,518,2,9,Low (1-4),South-East,Semi-Furnished,2,3,3.2,0,0,1,1,1604,10.7,7.1,1,2,Resale,Low,30.26,39.73830000000007
8672,PROP-038395,Mumbai,Powai,Standard,Apartment,4,4,4,1766,1476,21,29,Top (20+),South-West,Unfurnished,2,5,2.2,0,0,1,1,2854,10.5,1.8,3,1,New,High,200.03,217.88410000000007
8673,PROP-040276,Hyderabad,Gachibowli,Standard,Independent House,3,4,2,1742,1430,6,8,Mid (5-9),South,Fully Furnished,1,2,3.1,0,0,0,1,2190,10.2,0.2,5,0,New,Low,160.61,151.51659999999987
8674,PROP-026822,Delhi,South Delhi,Premium,Villa,4,5,2,1969,1634,2,5,Low (1-4),South-East,Semi-Furnished,16,5,9.3,1,1,1,1,6156,5.1,0.8,4,2,New,High,318.52,305.4401000000002
8675,PROP-028119,Delhi,Dwarka,Standard,Independent House,4,4,3,2204,1830,2,8,Low (1-4),North,Semi-Furnished,9,1,5.0,0,0,1,1,2834,10.2,4.2,3,1,Resale,Low,128.56,140.43019999999996
8676,PROP-022396,Hyderabad,Kondapur,Standard,Villa,3,3,1,1779,1526,16,17,High (10-19),East,Semi-Furnished,8,5,8.1,1,0,1,1,4755,13.0,5.1,5,3,Resale,Low,163.84,157.52100000000007
8677,PROP-015369,Bangalore,Indiranagar,Premium,Apartment,3,3,1,1235,1057,30,36,Top (20+),South-West,Unfurnished,1,1,4.4,1,0,1,1,3751,17.5,3.0,1,2,New,Low,177.89,172.6395999999998
8678,PROP-040667,Bangalore,HSR Layout,Standard,Apartment,3,4,1,1514,1297,25,33,Top (20+),North,Semi-Furnished,3,1,4.5,1,0,0,1,4757,11.3,9.8,1,1,New,Low,128.16,130.15179999999992
8679,PROP-031941,Hyderabad,Banjara Hills,Premium,Apartment,5,6,3,2395,1988,16,21,High (10-19),South-East,Semi-Furnished,16,4,6.6,1,0,1,1,4071,4.3,2.8,4,6,New,High,327.93,337.0950000000002
8680,PROP-020350,Hyderabad,Madhapur,Standard,Villa,5,5,2,2314,1928,0,8,Ground,East,Semi-Furnished,1,4,7.5,0,1,1,0,5520,11.8,0.5,3,3,Resale,High,229.41,236.46739999999997
8681,PROP-001978,Bangalore,Whitefield,Standard,Villa,3,3,0,1811,1593,24,30,Top (20+),North-East,Semi-Furnished,23,1,6.1,0,0,1,1,3000,12.4,0.2,1,1,Resale,Low,169.68,161.87260000000015
8682,PROP-041808,Mumbai,Andheri,Standard,Apartment,2,2,0,888,763,14,21,High (10-19),North,Unfurnished,0,1,2.5,0,0,0,1,2139,10.7,1.4,3,0,New,Low,84.3,81.17850000000007
8683,PROP-005941,Bangalore,Whitefield,Standard,Villa,3,3,1,1771,1509,34,40,Top (20+),North-East,Unfurnished,4,1,7.1,1,1,1,1,6869,17.7,0.3,1,0,New,Low,154.37,153.50250000000023
8684,PROP-008940,Bangalore,HSR Layout,Standard,Apartment,3,2,4,1262,1019,8,13,Mid (5-9),East,Semi-Furnished,20,1,4.5,0,0,0,1,2118,10.9,0.1,3,3,Resale,Low,153.69,90.06209999999997
8685,PROP-039637,Mumbai,Powai,Standard,Apartment,3,2,1,1354,1105,26,27,Top (20+),South,Unfurnished,10,1,5.1,0,0,1,1,3629,11.7,4.2,4,1,Resale,Low,61.2,106.19200000000001
8686,PROP-033509,Hyderabad,Banjara Hills,Premium,Villa,4,4,2,2377,1996,2,3,Low (1-4),South-West,Semi-Furnished,3,3,6.2,1,1,1,1,6839,6.3,3.6,3,3,New,High,354.43,353.4434000000001
8687,PROP-008279,Bangalore,HSR Layout,Standard,Apartment,2,2,0,985,794,5,6,Mid (5-9),South-East,Fully Furnished,6,0,2.8,0,0,0,1,2537,12.6,2.1,4,1,Resale,Low,109.23,78.38090000000004
8688,PROP-021836,Delhi,Noida Extension,Affordable,Row House,4,4,0,2019,1627,12,17,High (10-19),West,Semi-Furnished,1,0,6.6,0,0,1,1,2798,23.4,6.1,5,1,Resale,Low,90.2,95.79809999999998
8689,PROP-038562,Delhi,Noida Extension,Affordable,Apartment,2,3,2,943,764,35,41,Top (20+),South,Semi-Furnished,3,4,3.1,0,0,1,1,3042,20.9,3.8,4,2,New,Low,33.93,38.00279999999996
8690,PROP-048190,Delhi,South Delhi,Premium,Independent House,5,5,0,2579,2064,1,7,Low (1-4),South-East,Semi-Furnished,9,1,7.9,0,0,1,0,3671,9.7,2.6,6,0,New,High,413.42,402.7576999999993
8691,PROP-030835,Bangalore,Koramangala,Premium,Studio,1,1,1,312,257,3,11,Low (1-4),South-West,Unfurnished,6,1,7.0,1,1,1,1,4942,7.8,0.3,5,3,Resale,Low,37.63,41.85240000000005
8692,PROP-006593,Bangalore,Whitefield,Standard,Apartment,1,2,0,300,246,0,14,Ground,East,Semi-Furnished,2,0,8.1,0,0,0,0,2011,10.2,0.6,1,0,New,Low,23.73,22.323300000000007
8693,PROP-024800,Delhi,Dwarka,Standard,Penthouse,4,4,0,2068,1789,14,21,High (10-19),South,Unfurnished,11,2,9.5,1,0,1,1,5451,15.4,12.3,3,4,Resale,High,199.35,209.13389999999993
8694,PROP-005304,Delhi,Gurgaon DLF,Premium,Penthouse,4,4,4,2145,1744,21,29,Top (20+),South-West,Fully Furnished,27,1,8.9,1,0,1,1,5300,6.4,3.9,2,3,Resale,High,257.46,276.19799999999964
8695,PROP-035148,Bangalore,Koramangala,Premium,Independent House,5,6,2,2779,2429,0,11,Ground,North-West,Semi-Furnished,0,3,7.2,1,0,1,0,5482,6.2,5.7,7,2,Resale,High,414.67,404.0188999999994
